Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,best_criterion,best_max_features,best_max_leaf_nodes,best_splitter,ccp_alpha,criterion,cv,error_score,estimator,max_depth,max_features,max_leaf_nodes,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,n_jobs,param_grid,pre_dispatch,random_state,refit,return_train_score,scoring,splitter,verbose,Accuracy score,best_cv_score,mean_fit_time,mean_score_time,mean_squared_error_X_test,mean_test_score,rank_test_score,std_fit_time,std_score_time,std_test_score,training_mean_absolute_error,training_mean_squared_error,training_r2_score,training_root_mean_squared_error,training_score,estimator_class,estimator_name
03-04-2024 15:34,4.4min,2be482080ac64213a583a15caacf81ee,peaceful-cow-129,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,FINISHED,,,,,0,absolute_error,,,,None,None,None,0,1,2,0,,,,None,,,,best,,,,11.32153169,0.004016002,,-0.571311898,3,0.205811525,0.00040341,0.009083457,,,,,,sklearn.tree._classes.DecisionTreeRegressor,DecisionTreeRegressor
03-04-2024 15:34,4.4min,48c5f8d7faf9479e8e44b478c784ee68,unique-sloth-762,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,FINISHED,,,,,0,squared_error,,,,None,sqrt,None,0,1,2,0,,,,None,,,,best,,,,0.19965593,0.010159731,,-0.566582081,2,0.023371655,0.000722773,0.047018484,,,,,,sklearn.tree._classes.DecisionTreeRegressor,DecisionTreeRegressor
03-04-2024 15:34,2.5min,4a266921fc5348948d840ccb525865b8,righteous-ram-417,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,FINISHED,,,,,0,squared_error,,,,None,None,None,0,1,2,0,,,,None,,,,best,,,,0.460655212,0.004832109,,-0.548051761,2,0.115782165,0.002250885,0.015956507,,,,,,sklearn.tree._classes.DecisionTreeRegressor,DecisionTreeRegressor
03-04-2024 15:34,2.5min,4d91cc4b9fc34d4891f6e7b9c2cd18ae,enthused-eel-521,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,FINISHED,,,,,0,absolute_error,,,,None,log2,None,0,1,2,0,,,,None,,,,best,,,,6.71689105,0.003648678,,-0.595233645,5,1.556829413,0.000163006,0.021654532,,,,,,sklearn.tree._classes.DecisionTreeRegressor,DecisionTreeRegressor
03-04-2024 15:34,,54f6ad7bcd8248879bb156b40e2b9681,persistent-bird-558,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,RUNNING,squared_error,log2,None,best,,squared_error,3,nan,DecisionTreeRegressor(),,None,None,,,,,-1,"{'criterion': ['squared_error', 'absolute_error'], 'splitter': ['best', 'random'], 'max_features': ['log2', 'sqrt', None], 'max_leaf_nodes': [10, None]}",2*n_jobs,,TRUE,FALSE,neg_mean_squared_error,best,3,-0.553421974,-0.531104227,,,0.521965817,,,,,,3.71E-17,8.06E-32,1,2.84E-16,-8.06E-32,sklearn.model_selection._search.GridSearchCV,GridSearchCV
03-04-2024 15:34,4.4min,87d3b9748bb447c39d8df27908a80df5,industrious-pug-960,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,FINISHED,,,,,0,squared_error,,,,None,log2,None,0,1,2,0,,,,None,,,,best,,,,0.229845047,0.009346724,,-0.575058625,4,0.065210762,0.004158799,0.017217743,,,,,,sklearn.tree._classes.DecisionTreeRegressor,DecisionTreeRegressor
03-04-2024 15:34,2.5min,93bdf10e57d14a36b6d9f65a5d0b0528,rebellious-bug-544,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,FINISHED,,,,,0,squared_error,,,,None,log2,None,0,1,2,0,,,,None,,,,best,,,,0.157908599,0.008454005,,-0.525690986,1,0.021348151,0.001215134,0.049533146,,,,,,sklearn.tree._classes.DecisionTreeRegressor,DecisionTreeRegressor
03-04-2024 15:34,4.4min,bd8a9ef3cf074f8b8b80d622c1a5cca0,abrasive-goat-454,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,FINISHED,,,,,0,absolute_error,,,,None,None,None,0,1,2,0,,,,None,,,,random,,,,4.519257545,0.003370921,,-0.581207599,5,0.135488178,0.000635735,0.044630554,,,,,,sklearn.tree._classes.DecisionTreeRegressor,DecisionTreeRegressor
03-04-2024 15:34,2.5min,c023b2e55cc8461095f150b3b7904bc5,sneaky-pig-453,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,FINISHED,,,,,0,absolute_error,,,,None,None,None,0,1,2,0,,,,None,,,,best,,,,11.2797997,0.003938119,,-0.570483208,3,0.466252406,0.000297281,0.014758677,,,,,,sklearn.tree._classes.DecisionTreeRegressor,DecisionTreeRegressor
03-04-2024 15:34,7.7min,c9fc9c748506450f826d11e959e683ac,rogue-foal-133,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,FINISHED,,,,,0,squared_error,,,,None,sqrt,None,0,1,2,0,,,,None,,,,best,,,,0.0555137,0.002940416,,-0.532187087,2,0.004238937,0.000283594,0.007817477,,,,,,sklearn.tree._classes.DecisionTreeRegressor,DecisionTreeRegressor
03-04-2024 15:34,7.7min,ddf2e29716464c9f9007fd94b96003ac,flawless-swan-87,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,FINISHED,,,,,0,squared_error,,,,None,log2,None,0,1,2,0,,,,None,,,,best,,,,0.110297759,0.003264348,,-0.531104227,1,0.012081975,0.000269265,0.023412908,,,,,,sklearn.tree._classes.DecisionTreeRegressor,DecisionTreeRegressor
03-04-2024 15:34,4.4min,e5e3fd9078e54d96928d9a1ecd5a9bba,worried-squirrel-963,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,FINISHED,,,,,0,squared_error,,,,None,None,None,0,1,2,0,,,,None,,,,best,,,,0.235144059,0.006938299,,-0.555025574,1,0.007372626,0.002976618,0.023036025,,,,,,sklearn.tree._classes.DecisionTreeRegressor,DecisionTreeRegressor
03-04-2024 15:34,7.7min,e8fcbab3426648b2a58a09e484479e7f,skillful-cub-265,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,FINISHED,,,,,0,squared_error,,,,None,None,None,0,1,2,0,,,,None,,,,best,,,,0.209038893,0.003247261,,-0.546848581,3,0.023308146,0.000169084,0.023706339,,,,,,sklearn.tree._classes.DecisionTreeRegressor,DecisionTreeRegressor
03-04-2024 15:32,1.7min,0c36b583a4fe4ad3b469139987e704d4,upset-snake-972,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,FINISHED,,,,,0,squared_error,,,,None,None,10,0,1,2,0,,,,None,,,,best,,,,0.057671547,0.001182636,,-0.597014498,5,0.005349641,8.06509E-05,0.01190535,,,,,,sklearn.tree._classes.DecisionTreeRegressor,DecisionTreeRegressor
03-04-2024 15:32,1.7min,3b84e9ebf7954cfe9428c60ed0ddb88f,auspicious-panda-298,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,FINISHED,,,,,0,squared_error,,,,None,None,None,0,1,2,0,,,,None,,,,best,,,,0.182468573,0.003214359,,-0.553421974,1,0.002948056,9.41831E-05,0.019525587,,,,,,sklearn.tree._classes.DecisionTreeRegressor,DecisionTreeRegressor
03-04-2024 15:32,1.7min,660b966eb0bb4d298594ae100ff457f7,unleashed-lamb-974,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,FINISHED,,,,,0,absolute_error,,,,None,None,None,0,1,2,0,,,,None,,,,best,,,,12.11864241,0.008345366,,-0.563937569,2,0.204522185,0.006865334,0.014655867,,,,,,sklearn.tree._classes.DecisionTreeRegressor,DecisionTreeRegressor
03-04-2024 15:32,1.7min,77352fc39dba4fd88212db19c6389bfc,funny-lark-103,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,FINISHED,,,,,0,squared_error,,,,None,sqrt,None,0,1,2,0,,,,None,,,,best,,,,0.060402393,0.003000577,,-0.587357699,3,0.002540883,0.000253836,0.062329461,,,,,,sklearn.tree._classes.DecisionTreeRegressor,DecisionTreeRegressor
03-04-2024 15:32,1.7min,e0154339f32d461697e3b611714b5794,suave-cod-109,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,FINISHED,,,,,0,squared_error,,,,None,log2,None,0,1,2,0,,,,None,,,,best,,,,0.086649656,0.003335476,,-0.588511119,4,0.007402854,0.000177376,0.015494898,,,,,,sklearn.tree._classes.DecisionTreeRegressor,DecisionTreeRegressor
03-04-2024 15:32,1.7min,e5026b109a674b67bd187e5a7210eb02,thundering-stag-724,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,FINISHED,squared_error,None,None,best,,,3,nan,DecisionTreeRegressor(),,,,,,,,-1,"{'criterion': ['squared_error', 'absolute_error'], 'splitter': ['best', 'random'], 'max_features': ['log2', 'sqrt', None], 'max_leaf_nodes': [10, None]}",2*n_jobs,,TRUE,FALSE,neg_mean_squared_error,,3,,-0.553421974,,,,,,,,,4.21E-17,9.09E-32,1,3.02E-16,-9.09E-32,sklearn.model_selection._search.GridSearchCV,GridSearchCV
03-04-2024 15:32,420ms,7bf2e1bcd84043deb297a6d26e370c9a,honorable-ape-616,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-04-2024 01:17,1.2min,0e5523b6a30b4f8d9b58f173b500b128,auspicious-skunk-424,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,FINISHED,,,,,0,squared_error,,,,None,None,None,0,1,2,0,,,,None,,,,best,,,,0.183141788,0.004259666,,-0.548408786,2,0.005451826,0.00143248,0.021237451,,,,,,sklearn.tree._classes.DecisionTreeRegressor,DecisionTreeRegressor
03-04-2024 01:17,1.2min,2e47e60801e949c1a0dd17ed511fefe5,abundant-fowl-44,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,FINISHED,,,,,0,absolute_error,,,,None,None,None,0,1,2,0,,,,None,,,,best,,,,10.24640067,0.003012498,,-0.564029037,4,0.691109189,0.000432308,0.014879602,,,,,,sklearn.tree._classes.DecisionTreeRegressor,DecisionTreeRegressor
03-04-2024 01:17,1.2min,86dca133155f4d76bbe743b6912b83eb,sneaky-bass-346,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,FINISHED,,,,,0,absolute_error,,,,None,sqrt,None,0,1,2,0,,,,None,,,,best,,,,3.584973415,0.003641844,,-0.547483207,1,0.349196398,0.000638244,0.028462557,,,,,,sklearn.tree._classes.DecisionTreeRegressor,DecisionTreeRegressor
03-04-2024 01:17,1.2min,9fe3c52bcd884191a328818743e2799b,monumental-zebra-179,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,FINISHED,,,,,0,squared_error,,,,None,log2,None,0,1,2,0,,,,None,,,,best,,,,0.079330365,0.002991517,,-0.575723739,5,0.002771809,0.000258895,0.01657535,,,,,,sklearn.tree._classes.DecisionTreeRegressor,DecisionTreeRegressor
03-04-2024 01:17,1.2min,af295fdbc1074bd180bc053e6ec4eaa2,unique-dove-953,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,FINISHED,,,,,0,squared_error,,,,None,sqrt,None,0,1,2,0,,,,None,,,,best,,,,0.053949197,0.002684752,,-0.549203624,3,0.000329151,0.000191126,0.026546076,,,,,,sklearn.tree._classes.DecisionTreeRegressor,DecisionTreeRegressor
03-04-2024 01:17,1.2min,bf21fbcb17e8415c8220c8a7698cf394,upset-fowl-517,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,FAILED,absolute_error,sqrt,None,,,absolute_error,3,nan,DecisionTreeRegressor(),,sqrt,None,,,,,-1,"{'criterion': ['squared_error', 'absolute_error'], 'max_features': ['log2', 'sqrt', None], 'max_leaf_nodes': [10, None]}",2*n_jobs,,TRUE,FALSE,neg_mean_squared_error,,3,-0.547483207,-0.547483207,,,,,,,,,0,0,1,0,0,sklearn.model_selection._search.GridSearchCV,GridSearchCV
03-04-2024 01:10,1.4min,1a1b60b980fd4925a36d2de7822dd432,thundering-pug-145,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,FINISHED,,,,,0,absolute_error,,,,None,None,None,0,1,2,0,,,,None,,,,best,,,,10.37618597,0.003303369,,-0.570940647,5,0.368834853,0.000634558,0.022086474,,,,,,sklearn.tree._classes.DecisionTreeRegressor,DecisionTreeRegressor
03-04-2024 01:10,1.4min,2d9ad97b1c574274887387098249e546,defiant-panda-575,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,FINISHED,,,,,0,squared_error,,,,None,log2,None,0,1,2,0,,,,None,,,,best,,,,0.076828718,0.002444983,,-0.566142555,3,0.004761705,0.000168807,0.050066452,,,,,,sklearn.tree._classes.DecisionTreeRegressor,DecisionTreeRegressor
03-04-2024 01:10,1.4min,38f8862aac63404697c097d144fdd38c,blushing-crab-279,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,FINISHED,,,,,0,squared_error,,,,None,None,None,0,1,2,0,,,,None,,,,random,,,,0.045833985,0.003622929,,-0.543840883,1,0.008180697,0.001340978,0.01708117,,,,,,sklearn.tree._classes.DecisionTreeRegressor,DecisionTreeRegressor
03-04-2024 01:10,1.4min,9eb951f653cd4829ba0fa54e1031bd44,amusing-stag-260,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,FAILED,squared_error,None,None,random,,squared_error,3,nan,DecisionTreeRegressor(),,None,None,,,,,-1,"{'criterion': ['squared_error', 'absolute_error'], 'splitter': ['best', 'random'], 'max_features': ['log2', 'sqrt', None], 'max_leaf_nodes': [10, None]}",2*n_jobs,,TRUE,FALSE,neg_mean_squared_error,random,3,-0.543840883,-0.543840883,,,,,,,,,2.65E-17,6.46E-32,1,2.54E-16,-6.46E-32,sklearn.model_selection._search.GridSearchCV,GridSearchCV
03-04-2024 01:10,1.4min,e176210b7bbf448aac185defaccbf61a,traveling-perch-89,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,FINISHED,,,,,0,absolute_error,,,,None,log2,None,0,1,2,0,,,,None,,,,best,,,,4.390546083,0.003196557,,-0.568916232,4,0.331492075,0.000157598,0.037887123,,,,,,sklearn.tree._classes.DecisionTreeRegressor,DecisionTreeRegressor
03-04-2024 01:10,1.4min,fe8208f0a2cb4d53b46ce409f8de23ca,skittish-hare-620,NOTEBOOK,/Users/vijaiey88@gmail.com/MLflow,vijaiey88@gmail.com,FINISHED,,,,,0,squared_error,,,,None,None,None,0,1,2,0,,,,None,,,,best,,,,0.174741824,0.005753597,,-0.551985372,2,0.01445002,0.003105936,0.022179303,,,,,,sklearn.tree._classes.DecisionTreeRegressor,DecisionTreeRegressor
